,symbol,displaySymbol,name,slug,logo,temporaryDataDelay,price,percentage,percentage_1h,percentage_7d,changeValue,marketCap,volume,FullCount,rank,Status,market_cap_percent_change_1d,20DMA,CMP-20DMA,CMP-20DMA_%,3m_change%,ticker
76,kucoin-shares,kcs,KuCoin,kucoin-kcs,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,False,7.96,-0.0037546933667084166,-0.0062421972534331864,0.0101522842639594,-0.03000000000000025,938692634,57916.0,,77,active,-0.0047990794861009715,0.7432049999999999,-0.07910499999999987,-11.911609697334718,-28.881987577639745,KCS/USDT
77,lido-dao,ldo,Lido DAO,lido-dao-ldo,https://coin-images.coingecko.com/coins/images/13573/large/Lido_DAO.png?1696513326,False,1.047,-0.05000000000000014,-0.010396975425330926,-0.027906976744186074,-0.05500000000000016,936558365,65541040.0,,78,active,-0.05654983057461536,1.1554,-0.10240000000000005,-9.724596391263063,-49.713467048710605,LDO/USDT
78,coredaoorg,core,Core,core-core,https://coin-images.coingecko.com/coins/images/28938/large/file_589.jpg?1701868471,False,1.006,-0.004940711462450707,-0.009842519685039379,-0.015640273704789848,-0.0050000000000001155,909307506,39973272.0,,79,active,-0.006542081079715372,1.1554,-0.10240000000000005,-9.724596391263063,-49.713467048710605,CORE/USDT
79,quant-network,qnt,Quant,quant-qnt,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,False,60.87,-0.024807938540332863,-0.005229612681810758,-0.07260273972602745,-1.5499999999999972,885157051,14611656.0,,80,active,-0.027188462960970286,63.79,-2.8900000000000006,-4.7454844006568155,-36.7601246105919,QNT/USDT
80,ether-fi-staked-eth,eeth,ether.fi Staked ETH,ether.fi-staked-eth-eeth,https://coin-images.coingecko.com/coins/images/33049/large/ether.fi_eETH.png?1700473063,False,2574.13,-0.019396241836248274,-0.014981961198403808,0.005501796425772244,-51.26000000000022,856969989,42033.0,,81,active,-0.021840411313230244,63.79,-2.8900000000000006,-4.7454844006568155,-36.7601246105919,EETH/USDT
81,sei-network,sei,Sei,sei-sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,False,0.257588,-0.05465802492696601,-0.014442335671652647,-0.07687593626583139,-0.01489299999999999,851243979,55051004.0,,82,active,-0.05929473174536166,0.27459500000000003,-0.01579500000000006,-6.10316846986092,-52.478883584282045,SEI/USDT
82,paypal-usd,pyusd,PayPal USD,paypal-usd-pyusd,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,False,1.0,-0.0011170000000000346,4.901867611556577e-05,-0.003110778443113809,-0.0011170000000000346,828583504,15112564.0,,83,active,-0.0012459554085651337,0.27459500000000003,-0.01579500000000006,-6.10316846986092,-52.478883584282045,PYUSD/USDT
83,bitcoin-cash-sv,bsv,Bitcoin SV,bitcoin-sv-bsv,https://coin-images.coingecko.com/coins/images/6799/large/BSV.png?1696507128,False,41.67,-0.036523347202958814,-0.011848341232227487,-0.011385199240986644,-1.5799999999999983,823142428,13064586.0,,84,active,-0.03682567416729625,0.27459500000000003,-0.01579500000000006,-6.10316846986092,-52.478883584282045,BSV/USDT
84,fasttoken,ftn,Fasttoken,fasttoken-ftn,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,False,2.51,0.0,0.0,-0.00396825396825406,0.0,810772593,181819262.0,,85,active,0.003609283189194485,0.27459500000000003,-0.01579500000000006,-6.10316846986092,-52.478883584282045,FTN/USDT
85,flow,flow,Flow,flow-flow,https://coin-images.coingecko.com/coins/images/13446/large/5f6294c0c7a8cda55cb1c936_Flow_Wordmark.png?1696513210,False,0.523754,-0.021593671129284144,-0.008461713160982633,-0.036583618650169854,-0.01157600000000003,799265623,17527799.0,,86,active,-0.023251777214714973,0.5558000000000001,-0.027800000000000047,-5.2651515151515245,-43.82978723404255,FLOW/USDT
86,usdd,usdd,USDD,usdd-usdd,https://coin-images.coingecko.com/coins/images/25380/large/UUSD.jpg?1696524513,False,0.998207,-0.0006905697200190952,-0.00047797985871030584,5.007837265319675e-05,-0.0006900000000000794,743630345,5343838.0,,87,active,-0.0026851151519217535,0.5558000000000001,-0.027800000000000047,-5.2651515151515245,-43.82978723404255,USDD/USDT
87,based-brett,brett,Brett,brett-brett-2,https://coin-images.coingecko.com/coins/images/35529/large/1000050750.png?1709031995,False,0.074933,-0.06465065175048697,-0.020363645863267128,-0.19107214201643472,-0.005178000000000002,742555599,30136224.0,,88,active,-0.06622748272433268,0.5558000000000001,-0.027800000000000047,-5.2651515151515245,-43.82978723404255,BRETT/USDT
88,eos,eos,EOS,eos-eos,https://coin-images.coingecko.com/coins/images/738/large/eos-eos-logo.png?1696501893,False,0.489732,-0.007418436699180566,-0.0009239618177367651,0.023859326514193736,-0.0036619999999999986,735013034,80125960.0,,89,active,-0.005995558071720105,0.4939299999999999,0.000170000000000059,0.03440599069015564,-41.47814757787517,EOS/USDT
89,mantra-dao,om,MANTRA,mantra-om,https://coin-images.coingecko.com/coins/images/12151/large/OM_Token.png?1696511991,False,0.875005,-0.03346579818311702,-0.0034547366887343702,-0.11437788403103172,-0.03012300000000001,733058555,32074501.0,,90,active,-0.027439253026341082,1.004305,-0.13020500000000002,-14.895892918430388,24.907116318948272,OM/USDT
90,elrond-erd-2,egld,MultiversX,multiversx-egld,https://coin-images.coingecko.com/coins/images/12335/large/egld-token-logo.png?1696512162,False,26.59,0.016858237547892632,-0.003374578177727912,-0.02210759027266033,0.4399999999999977,726167054,16320965.0,,91,active,0.018597119688487592,27.4275,-0.6474999999999973,-2.4178491411501017,-31.596424010217106,EGLD/USDT
91,msol,msol,Marinade Staked SOL,marinade-staked-sol-msol,https://coin-images.coingecko.com/coins/images/17752/large/mSOL.png?1696517278,False,170.58,-0.01646706586826355,-0.013775539734907818,-0.040929762506316435,-2.8600000000000136,717120758,29340411.0,,92,active,-0.02123984273653495,27.4275,-0.6474999999999973,-2.4178491411501017,-31.596424010217106,MSOL/USDT
92,bittorrent,btt,BitTorrent,bittorrent-btt,https://coin-images.coingecko.com/coins/images/22457/large/btt_logo.png?1696521780,False,7.38288e-07,-0.002698927467339581,-0.007024165013327815,-0.009280374334426994,-1.9940000000000905e-09,714050511,14768560.0,,93,active,-0.001492055488849968,27.4275,-0.6474999999999973,-2.4178491411501017,-31.596424010217106,BTT/USDT
93,flare-networks,flr,Flare,flare-flr,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,False,0.01510824,-0.019257811969635972,-0.015857391614773876,-0.00429615295748613,-0.0002978600000000005,700027942,3641716.0,,94,active,-0.02314283613727943,27.4275,-0.6474999999999973,-2.4178491411501017,-31.596424010217106,FLR/USDT
94,dydx-chain,dydx,dYdX,dydx-dydx,https://coin-images.coingecko.com/coins/images/32594/large/dydx.png?1698673495,False,1.11,0.020220588235294133,-0.017699115044247607,0.08610567514677112,0.02200000000000002,687133614,19030861.0,,95,active,0.018323132547090483,1.05495,0.05505000000000004,4.959459459459463,-44.8857994041708,DYDX/USDT
95,axie-infinity,axs,Axie Infinity,axie-infinity-axs,https://coin-images.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1696512817,False,4.55,-0.01935483870967758,-0.015184381778741925,-0.017241379310344845,-0.09000000000000075,676325766,38506486.0,,96,active,-0.023322706758500292,4.7987,-0.2256999999999998,-4.935490924994528,-41.21352358915027,AXS/USDT
96,kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,kelp-dao-restaked-eth-rseth,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,False,2623.78,-0.02917935602140675,-0.015552653894354451,-0.001679873819432595,-78.94999999999982,669585374,5135817.0,,97,active,-0.027891939977589864,4.7987,-0.2256999999999998,-4.935490924994528,-41.21352358915027,RSETH/USDT
97,neo,neo,NEO,neo-neo,https://coin-images.coingecko.com/coins/images/480/large/NEO_512_512.png?1696501735,False,9.43,0.0042689434364995655,0.0021231422505307404,-0.01362683438155126,0.040000000000000924,665761733,23819825.0,,98,active,0.006584432397949011,9.541500000000001,-0.04150000000000098,-0.4368421052631682,-39.219449776071656,NEO/USDT
98,tezos,xtz,Tezos,tezos-xtz,https://coin-images.coingecko.com/coins/images/976/large/Tezos-logo.png?1696502091,False,0.651282,-0.006045335442951186,-0.005804139665640044,-0.02707311905607391,-0.003966000000000025,648697517,15602293.0,,99,active,-0.005874476783696433,0.6696000000000001,-0.014600000000000057,-2.229007633587795,-32.26473629782833,XTZ/USDT
99,frax,frax,Frax,frax-frax,https://coin-images.coingecko.com/coins/images/13422/large/FRAX_icon.png?1696513182,False,0.996322,-0.002392673303283712,0.00015656064366489797,-0.0029378204781127246,-0.0023850000000000815,647207763,4252670.0,,100,active,-0.0012213872707726604,0.6696000000000001,-0.014600000000000057,-2.229007633587795,-32.26473629782833,FRAX/USDT
100,gala,gala,GALA,gala-gala,https://coin-images.coingecko.com/coins/images/12493/large/GALA_token_image_-_200PNG.png?1709725869,False,0.01686423,-0.0006886141256844885,-0.02181711602694131,0.029228660912132748,-1.1660000000000142e-05,643022138,113338377.0,,101,active,-0.006806617274177792,0.0174485,-0.0004284999999999983,-2.5176263219741384,-63.04017372421281,GALA/USDT
101,tokenize-xchange,tkx,Tokenize Xchange,tokenize-xchange-tkx,https://coin-images.coingecko.com/coins/images/4984/large/TKX_-_Logo_-_RGB-15.png?1696505519,False,8.01,-0.018337408312958478,-0.013546798029556582,-0.017135862913096767,-0.15000000000000036,641189228,5560084.0,,102,active,-0.020159545920490813,0.0174485,-0.0004284999999999983,-2.5176263219741384,-63.04017372421281,TKX/USDT
102,zcash,zec,Zcash,zcash-zec,https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740,False,42.15,-0.04807256235827675,0.00023741690408369222,0.014254650881855431,-2.1200000000000045,636960275,80225949.0,,103,active,-0.046417467605185336,37.8515,4.218499999999999,10.027335393391963,70.32388663967612,ZEC/USDT
103,beam-2,beam,Beam,beam-beam,https://coin-images.coingecko.com/coins/images/32417/large/chain-logo.png?1698114384,False,0.01234362,-0.028823500713702294,-0.015845864691619443,-0.06429570550751883,-0.00036629999999999996,626724284,13438005.0,,104,active,-0.02823261122820607,37.8515,4.218499999999999,10.027335393391963,70.32388663967612,BEAM/USDT
104,tether-gold,xaut,Tether Gold,tether-gold-xaut,https://coin-images.coingecko.com/coins/images/10481/large/Tether_Gold.png?1696510471,False,2502.2,-0.0035217860714158236,-0.0015941316776736793,0.024632136068689827,-8.840000000000146,616050078,9372805.0,,105,active,-0.004174307444983001,37.8515,4.218499999999999,10.027335393391963,70.32388663967612,XAUT/USDT
105,ethereum-name-service,ens,Ethereum Name Service,ethereum-name-service-ens,https://coin-images.coingecko.com/coins/images/19785/large/acatxTm8_400x400.jpg?1696519207,False,18.36,-0.020255863539445765,-0.016068559185859706,-0.030079155672823234,-0.38000000000000256,604702021,61115719.0,,106,active,-0.022590864127697032,19.439500000000002,-1.0495000000000019,-5.706905927134322,-16.065723413966225,ENS/USDT
106,ecash,xec,eCash,ecash-xec,https://coin-images.coingecko.com/coins/images/16646/large/Logo_final-22.png?1696516207,False,3.047e-05,-0.01930501930501934,-0.009771986970684056,-0.01740812379110246,-6.00000000000001e-07,601657965,6300003.0,,107,active,-0.02412721037106338,3.1834999999999996e-05,-1.3149999999999967e-06,-4.308650065530789,-39.89759747932256,XEC/USDT
107,akash-network,akt,Akash Network,akash-network-akt,https://coin-images.coingecko.com/coins/images/12785/large/akash-logo.png?1696512580,False,2.41,-0.0436507936507936,-0.016393442622950834,-0.06949806949806939,-0.10999999999999988,595268969,4224988.0,,108,active,-0.04728041460433323,3.1834999999999996e-05,-1.3149999999999967e-06,-4.308650065530789,-39.89759747932256,AKT/USDT
108,sats-ordinals,sats,SATS (Ordinals),sats-(ordinals)-sats,https://coin-images.coingecko.com/coins/images/30666/large/_dD8qr3M_400x400.png?1702913020,False,2.83379e-07,0.0036746544794180537,-0.011852601811929264,0.05852567033724878,1.0340000000000078e-09,594728389,86140588.0,,109,active,0.005584413096041304,3.1834999999999996e-05,-1.3149999999999967e-06,-4.308650065530789,-39.89759747932256,SATS/USDT
109,ordinals,ordi,ORDI,ordi-ordi,https://coin-images.coingecko.com/coins/images/30162/large/ordi.png?1696529082,False,28.29,-0.004564606741572999,-0.017108938547486102,-0.0010570824524312045,-0.129999999999999,591165701,120670674.0,,110,active,-0.011762003331611775,28.841,-0.6310000000000002,-2.236795462601915,-32.33389301990884,ORDI/USDT
110,conflux-token,cfx,Conflux,conflux-cfx,https://coin-images.coingecko.com/coins/images/13079/large/3vuYMbjN.png?1696512867,False,0.134556,0.03555960441291139,-0.009850151172969881,0.013900647033923984,0.004605999999999999,582661695,37886475.0,,111,active,0.03860365878651799,0.134565,0.0010350000000000081,0.7632743362831919,-42.56670902160102,CFX/USDT
111,starknet,strk,Starknet,starknet-strk,https://coin-images.coingecko.com/coins/images/26433/large/starknet.png?1696525507,False,0.359482,-0.008588298443370938,-0.011682152908971804,-0.03164531436944628,-0.0031200000000000117,581892947,50473097.0,,112,active,-0.012787803497120885,0.38839999999999997,-0.02739999999999998,-7.59002770083102,-70.23907666941469,STRK/USDT
112,the-sandbox,sand,The Sandbox,the-sandbox-sand,https://coin-images.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1696511971,False,0.253284,0.009743012134985317,-0.011535131846791051,-0.018742917258103668,0.0024480000000000057,578906120,51544711.0,,113,active,0.010169680206187743,0.26256999999999997,-0.007469999999999977,-2.9282634261074,-44.093797939951784,SAND/USDT
113,nexo,nexo,NEXO,nexo-nexo,https://coin-images.coingecko.com/coins/images/3695/large/nexo.png?1696504370,False,1.031,-0.023696682464454895,-0.01436781609195414,-0.021842355175688423,-0.02499999999999991,576772362,4106878.0,,114,active,-0.02483533556478765,1.0582,-0.0262,-2.5387596899224807,-27.629733520336604,NEXO/USDT
114,klay-token,klay,Klaytn,klaytn-klay,https://coin-images.coingecko.com/coins/images/9672/large/klaytn.png?1696509742,False,0.1507,0.0254788628268028,-0.019880871008690564,0.19711745922154147,0.003790999999999989,572398821,37045143.0,,115,active,0.008862492788310335,0.131285,0.019315,12.825365205843292,-20.443740095087158,KLAY/USDT
115,coinbase-wrapped-staked-eth,cbeth,Coinbase Wrapped Staked ETH,coinbase-wrapped-staked-eth-cbeth,https://coin-images.coingecko.com/coins/images/27008/large/cbeth.png?1709186989,False,2777.29,-0.024040400497992154,-0.016128689517414297,-0.001008719500594084,-68.54999999999973,565173240,7687352.0,,116,active,0.013397701741873576,0.131285,0.019315,12.825365205843292,-20.443740095087158,CBETH/USDT
116,ronin,ron,Ronin,ronin-ron,https://coin-images.coingecko.com/coins/images/20009/large/photo_2024-04-06_22-52-24.jpg?1712415367,False,1.58,-0.0062893081761006345,-0.012500000000000011,0.03267973856209153,-0.010000000000000009,545332712,17667862.0,,117,active,-0.007999304444216142,0.131285,0.019315,12.825365205843292,-20.443740095087158,RON/USDT
117,wormhole,w,Wormhole,wormhole-w,https://coin-images.coingecko.com/coins/images/35087/large/womrhole_logo_full_color_rgb_2000px_72ppi_fb766ac85a.png?1708688954,False,0.210046,-0.009160454806092027,-0.020817518384150753,-0.013020784962014975,-0.0019649999999999945,542006458,29125087.0,,118,active,-0.02177091649817097,0.21340499999999998,-0.0017049999999999843,-0.8053849787434975,-63.24652777777777,W/USDT
118,worldcoin-wld,wld,Worldcoin,worldcoin-wld,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,False,1.49,-0.013157894736842117,-0.026143790849673224,-0.09638554216867466,-0.020000000000000018,534143667,123075087.0,,119,active,-0.014482587629846895,1.6820499999999998,-0.18904999999999972,-12.66242464835899,-69.95371302072851,WLD/USDT
119,ethena,ena,Ethena,ethena-ena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,False,0.283627,-0.04675962806514897,-0.015086805555555515,-0.06461190814020712,-0.013970000000000038,512300771,55864952.0,,120,active,-0.0525565316131958,0.31315,-0.027150000000000007,-9.493006993006995,-66.47127784290738,ENA/USDT
120,true-usd,tusd,TrueUSD,trueusd-tusd,https://coin-images.coingecko.com/coins/images/3449/large/tusd.png?1696504140,False,0.999646,-0.003331668331668198,-0.00032121264276941807,-0.003331668331668198,-0.003334999999999866,495046053,15184669.0,,121,active,-0.001108954455988098,0.9991199999999999,-0.0004199999999998649,-0.04205467107238059,-0.0900360144057635,TUSD/USDT
121,frax-ether,frxeth,Frax Ether,frax-ether-frxeth,https://coin-images.coingecko.com/coins/images/28284/large/frxETH_icon.png?1696527284,False,2584.77,-0.01788049596864377,-0.012404984923701332,0.007634359674402186,-47.17000000000007,489405928,5276599.0,,122,active,-0.021814319781335176,0.9991199999999999,-0.0004199999999998649,-0.04205467107238059,-0.0900360144057635,FRXETH/USDT
122,decentraland,mana,Decentraland,decentraland-mana,https://coin-images.coingecko.com/coins/images/878/large/decentraland-mana.png?1696502010,False,0.260736,-0.011600157085460604,-0.015716699606233786,-0.03789931008626684,-0.003072000000000019,486029851,30649774.0,,123,active,-0.017118900942394242,0.274505,-0.01180500000000001,-4.493719071183864,-43.002820568453025,MANA/USDT
123,mina-protocol,mina,Mina Protocol,mina-protocol-mina,https://coin-images.coingecko.com/coins/images/15628/large/JM4_vQ34_400x400.png?1696515261,False,0.420728,-0.012607138423194133,-0.009736097422133575,-0.00921866956875345,-0.005381999999999998,482531286,12429139.0,,124,active,-0.018501443584994257,0.42527,-0.0010699999999999599,-0.2522395096652428,-47.12700984669077,MINA/USDT
124,chiliz,chz,Chiliz,chiliz-chz,https://coin-images.coingecko.com/coins/images/8834/large/CHZ_Token_updated.png?1696508986,False,0.053329,0.0031125778144453515,-0.013696604498992727,-0.026299983619387398,0.00016599999999999948,474291870,21573461.0,,125,active,0.0018624949368955858,0.05550999999999999,-0.002109999999999987,-3.951310861423196,-56.04576508354597,CHZ/USDT
125,pax-gold,paxg,PAX Gold,pax-gold-paxg,https://coin-images.coingecko.com/coins/images/9519/large/paxgold.png?1696509604,False,2498.47,-0.01177964756310519,-0.0015355946030246779,0.021191428278478447,-29.679999999999836,469326859,10570312.0,,126,active,-0.009073376588017889,2445.5,50.5,2.0232371794871797,4.654088050314465,PAXG/USDT
126,aioz-network,aioz,AIOZ Network,aioz-network-aioz,https://coin-images.coingecko.com/coins/images/14631/large/aioz-logo-200.png?1696514309,False,0.42321,-0.0238390350613493,-0.007834141375759688,-0.12228425287714817,-0.010309000000000013,467161851,2724695.0,,127,active,-0.02408260697295228,2445.5,50.5,2.0232371794871797,4.654088050314465,AIOZ/USDT
127,havven,snx,Synthetix Network,synthetix-network-snx,https://coin-images.coingecko.com/coins/images/3406/large/SNX.png?1696504103,False,1.41,-0.007042253521126767,-0.007042253521126767,0.08461538461538452,-0.010000000000000009,462664869,22638970.0,,128,active,-0.010497178615294367,1.37175,0.047250000000000014,3.3298097251585634,-50.41928721174004,SNX/USDT
128,book-of-meme,bome,BOOK OF MEME,book-of-meme-bome,https://coin-images.coingecko.com/coins/images/36071/large/bome.png?1710407255,False,0.00662295,-0.028627673026089935,-0.016441123786739897,-0.06207933918009381,-0.00019515999999999978,457001827,182059122.0,,129,active,-0.033370546585377026,0.0073171,-0.0006820999999999997,-10.280331574981155,-50.848210978591,BOME/USDT
129,gnosis,gno,Gnosis,gnosis-gno,https://coin-images.coingecko.com/coins/images/662/large/logo_square_simple_300px.png?1696501854,False,172.47,-0.007064905226881044,-0.015752525540779744,0.010758346488920092,-1.2299999999999898,446633671,11976538.0,,130,active,-0.008645867420123058,171.25,1.1500000000000057,0.6670533642691447,-48.103552077062005,GNO/USDT
130,dexe,dexe,DeXe,dexe-dexe,https://coin-images.coingecko.com/coins/images/12713/large/DEXE_token_logo.png?1696512514,False,7.74,0.05006765899864684,-0.026415094339622636,0.011734028683181207,0.3700000000000001,441705154,5723642.0,,131,active,0.04596998163696446,7.6985,0.059499999999999886,0.7669502449084802,-35.65563573028116,DEXE/USDT
131,iota,iota,IOTA,iota-iota,https://coin-images.coingecko.com/coins/images/692/large/IOTA_Swirl.png?1696501881,False,0.129994,-0.007680303540283382,-0.010329461055037107,-0.02671068427370954,-0.0010040000000000049,439893003,7644546.0,,132,active,-0.008167146322093718,0.133135,-0.0025350000000000095,-1.9410413476263475,-43.70689655172414,IOTA/USDT
132,raydium,ray,Raydium,raydium-ray,https://coin-images.coingecko.com/coins/images/13928/large/PSigc4ie_400x400.jpg?1696513668,False,1.67,-0.017751479289940846,-0.011834319526627229,-0.09782608695652183,-0.030000000000000027,439807187,16805756.0,,133,active,-0.012109284740871796,1.7789000000000001,-0.1059000000000001,-6.329946204423198,-10.654205607476635,RAY/USDT
133,pendle,pendle,Pendle,pendle-pendle,https://coin-images.coingecko.com/coins/images/15069/large/Pendle_Logo_Normal-03.png?1696514728,False,2.78,0.00724637681159421,-0.014184397163120581,0.061068702290076216,0.020000000000000018,439018098,125731185.0,,134,active,-0.0006700538366927862,2.75685,0.0301499999999999,1.081808396124862,-53.673537234042556,PENDLE/USDT
134,apenft,nft,APENFT,apenft-nft,https://coin-images.coingecko.com/coins/images/15687/large/apenft.jpg?1696515316,False,4.24771e-07,0.029841947302775097,0.0024443064191973286,0.10159240565042116,1.2249999999999967e-08,420309903,17459873.0,,135,active,0.030510843793192844,2.75685,0.0301499999999999,1.081808396124862,-53.673537234042556,NFT/USDT
135,astar,astr,Astar,astar-astr,https://coin-images.coingecko.com/coins/images/22617/large/astr.png?1696521933,False,0.058777,-0.03289224329713425,-0.010323318257477739,-0.009836342162982962,-0.0019959999999999978,418676089,27175504.0,,136,active,-0.031329984116444345,0.059594999999999995,-0.00029499999999999665,-0.49747048903878016,-35.96112311015119,ASTR/USDT
136,axelar,axl,Axelar,axelar-axl,https://coin-images.coingecko.com/coins/images/27277/large/V-65_xQ1_400x400.jpeg?1696526329,False,0.548861,0.01765289292831549,-0.021584462604553583,-0.019913054924100854,0.009558000000000066,415302709,10089946.0,,137,active,0.01712854855265254,0.5415449999999999,0.00975500000000007,1.769454017776178,-43.93939393939394,AXL/USDT
137,terra-luna,lunc,Terra Luna Classic,terra-luna-classic-lunc,https://coin-images.coingecko.com/coins/images/8284/large/01_LunaClassic_color.png?1696508486,False,7.631e-05,-0.01715090234225006,-0.015735844189345954,-0.03360181223256985,-1.3399999999999973e-06,414990181,23074172.0,,138,active,-0.022112945903129847,7.4676e-05,2.043999999999996e-06,2.6642335766423306,-33.95316804407714,LUNC/USDT
138,cat-in-a-dogs-world,mew,cat in a dogs world,cat-in-a-dogs-world-mew,https://coin-images.coingecko.com/coins/images/36440/large/MEW.png?1711442286,False,0.00462781,-0.0012742960001385893,-0.013158909084679423,-0.007637903607205948,-5.890000000000582e-06,411240886,53848410.0,,139,active,0.0007515281254802269,0.0049930999999999994,-0.0004240999999999993,-9.282118625519791,-5.657650216807762,MEW/USDT
139,usdb,usdb,USDB,usdb-usdb,https://coin-images.coingecko.com/coins/images/35595/large/65c67f0ebf2f6a1bd0feb13c_usdb-icon-yellow.png?1709255427,False,0.997536,-0.0029910269192421654,-0.0033449651046858287,-0.0019960079840319377,-0.0029999999999998916,405752335,10808220.0,,140,active,-0.0021735277508638743,0.0049930999999999994,-0.0004240999999999993,-9.282118625519791,-5.657650216807762,USDB/USDT
140,pancakeswap-token,cake,PancakeSwap,pancakeswap-cake,https://coin-images.coingecko.com/coins/images/12632/large/pancakeswap-cake-logo_%281%29.png?1696512440,False,1.63,-0.023952095808383256,-0.0060975609756097615,0.051612903225806354,-0.040000000000000036,399620518,30076333.0,,141,active,-0.026188081593226754,1.6121000000000003,0.020899999999999697,1.279853031230845,-44.55008488964346,CAKE/USDT
141,apecoin,ape,ApeCoin,apecoin-ape,https://coin-images.coingecko.com/coins/images/24383/large/apecoin.jpg?1696523566,False,0.58954,0.004868136840577565,-0.010475509414560557,-0.015878165390449072,0.002851000000000048,398615391,33015699.0,,142,active,0.010035762145812872,0.6094,-0.013400000000000079,-2.2483221476510202,-53.29153605015674,APE/USDT
142,zksync,zk,ZKsync,zksync-zk,https://coin-images.coingecko.com/coins/images/38043/large/ZKTokenBlack.png?1718614502,False,0.107171,-0.0193427316001465,-0.015007034547444065,-0.04360286043335029,-0.0021130000000000038,393873537,69908217.0,,143,active,-0.01690886345032413,0.1135,-0.0059000000000000025,-5.483271375464686,-49.48356807511737,ZK/USDT
143,xdce-crowd-sale,xdc,XDC Network,xdc-network-xdc,https://coin-images.coingecko.com/coins/images/2912/large/xdc-icon.png?1696503661,False,0.02631638,-0.007106993099948149,0.0007549690413299649,-0.0023653865855185908,-0.00018820000000000295,392715815,4997785.0,,144,active,-0.005514860233312772,0.1135,-0.0059000000000000025,-5.483271375464686,-49.48356807511737,XDC/USDT
144,staked-frax-ether,sfrxeth,Staked Frax Ether,staked-frax-ether-sfrxeth,https://coin-images.coingecko.com/coins/images/28285/large/sfrxETH_icon.png?1696527285,False,2825.02,-0.028364547413051278,-0.014828380075345407,7.084360565625013e-05,-82.41999999999962,392087899,10435562.0,,145,active,-0.016723725911041046,0.1135,-0.0059000000000000025,-5.483271375464686,-49.48356807511737,SFRXETH/USDT
145,sweth,sweth,Swell Ethereum,swell-ethereum-sweth,https://coin-images.coingecko.com/coins/images/30326/large/_lB7zEtS_400x400.jpg?1696529227,False,2752.96,-0.02842844749148315,-0.014904382926340533,0.0008064779798815712,-80.61000000000013,389747470,430311.0,,146,active,-0.029693875455203494,0.1135,-0.0059000000000000025,-5.483271375464686,-49.48356807511737,SWETH/USDT
146,popcat,popcat,Popcat,popcat-popcat,https://coin-images.coingecko.com/coins/images/33760/large/image.jpg?1702964227,False,0.38907,-0.07633824005484353,-0.005882367933448786,-0.29611281524761784,-0.03206999999999999,382218322,50325139.0,,147,active,-0.07613759204012395,0.1135,-0.0059000000000000025,-5.483271375464686,-49.48356807511737,POPCAT/USDT
147,oasis-network,rose,Oasis Network,oasis-network-rose,https://coin-images.coingecko.com/coins/images/13162/large/rose.png?1696512946,False,0.056795,-0.01475023399313628,-0.011051749423842475,-0.07157207023274813,-0.0008510000000000045,381455429,8946344.0,,148,active,-0.01608413989232928,0.062899,-0.005878999999999995,-10.31041739740441,-38.055404671374255,ROSE/USDT
148,bitcoin-gold,btg,Bitcoin Gold,bitcoin-gold-btg,https://coin-images.coingecko.com/coins/images/1043/large/bitcoin-gold-logo.png?1696502150,False,21.7,-0.0059469350411710436,-0.012773722627737277,-0.04315279612505506,-0.129999999999999,380074131,1612232.0,,149,active,-0.007481256884059935,,,,,
149,aerodrome-finance,aero,Aerodrome Finance,aerodrome-finance-aero,https://coin-images.coingecko.com/coins/images/31745/large/token.png?1696530564,False,0.635348,-0.01680176701033809,-0.00802802237169275,-0.03992600026601211,-0.010855000000000059,369268486,13431709.0,,150,active,-0.017961080664981498,,,,,
150,layerzero,zro,LayerZero,layerzero-zro,https://coin-images.coingecko.com/coins/images/28206/large/ftxG9_TJ_400x400.jpeg?1696527208,False,3.31,-0.05428571428571427,-0.011940298507462697,-0.008982035928143655,-0.18999999999999995,367606148,77618223.0,,151,active,-0.05765927524669304,,,,,
151,safepal,sfp,SafePal,safepal-sfp,https://coin-images.coingecko.com/coins/images/13905/large/sfp.png?1696513647,False,0.737388,-0.022836439089049372,0.009287938420146344,-0.0610746785779267,-0.017124999999999946,359242329,7696392.0,,152,active,-0.016219471063711743,,,,,
152,theta-fuel,tfuel,Theta Fuel,theta-fuel-tfuel,https://coin-images.coingecko.com/coins/images/8029/large/1_0YusgngOrriVg4ZYx4wOFQ.png?1696508251,False,0.053938,-0.03201793721973097,-0.012918336352491231,-0.031340309813142786,-0.0017850000000000019,359023579,3407972.0,,153,active,-0.03193266956336352,,,,,
